Resume_str,Category,field,score,grade
"PUBLIC RELATIONS MANAGER         Highlights        Microsoft Word, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Adobe Photoshop, Adobe Illustrator, WordPress, Salesforce, MailChimp and Basecamp.              Experience     08/2014   to   Current     Public Relations Manager      Brother Grand is a California based duo that blends psychedelic-folk rock with a twist of film-score soul.  Manage media relations with local and national press, create press releases, invite and host press ",PUBLIC-RELATIONS,business,36.0,1
"PUBLIC RELATIONS OFFICER           Summary     Public Relations knowledgeable about planning, creating and implementing campaign strategies and media relations placement. Together with Public Relations team, we specialize in developing and implementing strategic communication programs of the company.   My backgrounds are in journalism. However I also have expertise in the field of Public Relations. With that knowledge, I know what journalists need to, especially in terms of what they need to mak",PUBLIC-RELATIONS,business,40.0,1
"PUBLIC RELATIONS MARKETING MANAGER       Summary      Driven Public Relations/Marketing/Media expert bringing extensive knowledge of media production, messaging, communications and dissemination techniques and methods. Excellent oral and written communication skills with demonstrated success in developing impactful strategic media, marketing and public relations plans. Superb writer and editor who communicates effectively with target audiences through strategic brand management and PR campaigns.",PUBLIC-RELATIONS,business,38.0,1
"MARKETING & PUBLIC RELATIONS MANAGER           Summary     Decisive  Marketing Manager    who drives company growth through creative and innovative marketing strategies. Skilled at analyzing market trends and customer needs to develop highly-effective and targeted marketing campaigns.  Experienced Restaurant Manager who oversaw a high-volume, multi-million dollar restaurant. Versed in planning daily operations, staffing and inventory management.         Highlights          Brand development  Bra",PUBLIC-RELATIONS,business,38.0,1
"VP, PUBLIC RELATIONS ACCOUNT DIRECTOR       Professional Summary    Dedicated and experienced communications and public relations vice president with a proven track record of success in the areas of food, retail, tourism, technology, science, biotechnology, healthcare, retail, non-profit and government. Media relations expert with history of securing placements in top publications and outlets. Highly regarded for leadership and execution of award winning public relations and integrated marketing",PUBLIC-RELATIONS,business,30.0,1
"PUBLIC RELATIONS & COMMUNICATIONS MANAGER         Professional Summary      Public Relations Manager | Strategy | Execution | Results   Strategic, results oriented and licensed PR professional with extensive experience directing communication campaigns in both agency and in-house settings. Proven creative talent with demonstrated strength in producing and implementing media strategies. Well-versed in corporate communication, promotional support and branding. Exceptional writing, editing and inte",PUBLIC-RELATIONS,business,55.0,2
"EVENTS & PUBLIC RELATIONS LEADER       Summary    I am an Marketing Specialist that creates and executes first class corporate and store events, marketing plans, and social
media content to support stores sales objectives as well as company's overall objectives. I am seeking a corporate event
planning or marketing position. Planned multiple events for new Scheels stores including a number of PR events as well as formal events.
Major projects included social media development for our 26 stores an",PUBLIC-RELATIONS,business,31.0,1
"MARKETING AND PUBLIC RELATIONS MANAGER           Summary     Enthusiastic and creative Visual Designer with exceptional flexibility and resourcefulness.outstanding time management and prioritization skills in completing time-critical projects.Adept at managing heavy workloads while focusing on designing creative, visually-appealing graphics. Excellent communication, interpersonal and client management skills to produce outstanding visual products.Thrives in a highly collaborative, fast-paced env",PUBLIC-RELATIONS,business,36.0,1
"ADMINISTRATIVE CLERK/ PUBLIC RELATIONS MANAGER       Summary    Recent Biola University Communication Studies graduate with experience in HR/ Training and Development, recruitment, billing, event planning, and education. Seeking opportunity to work in a collaborative environment to build professional experience.      Education      Bachelor of Arts  :   Major Rhetorical/Interpersonal Communication, minor Biblical Studies   May 2016       Biola University   City  ,   State        Communication cl",PUBLIC-RELATIONS,business,30.0,1
"PUBLIC RELATIONS & DEVELOPMENT ASSOCIATE       Summary    Strong software skills including MS Word, Excel, PowerPoint, Publisher, Banner, VisiFlow, XtenderSolutions, Cisco Agent Desktop, Cisco Supervisor Desktop and Adobe Acrobat.  Proficient with mainstream social networking sites.      Highlights          
 Training and
     development   Team building
     & management    Dedicated to
     process improvement  Invoice
     processing  Management of remote employees      High customer service ",PUBLIC-RELATIONS,business,34.0,1
